#Leid  depth	A_V(extentd)	A_V(point)	Te	H0	H2	Co	C+	Oo	CO	O2	CH	OH	e	He+	H+	H3+	N(H0)	N(H2)	N(Co)	N(C+)	N(Oo)	N(CO)	N(O2)	N(CH)	(OH)	N(e)	N(He+)	N(H+)	N(H3+)	H2(Sol)	H2(FrmGrn)	H2(photodiss)	G0(DB96)	rate(CO)	rate(C)	heat	cool	GrnP	Gr-Gas-Cool	Gr-Gas-Heat	COds	H2dH	H2vH	ChaT	CR H	MgI	SI	Si	Fe	Na	Al	C	C610	C370	C157	C63	C146
3.54959e+03	0.000e+00	4.470e-11	4.601e+02	4.861e+06	2.570e+06	2.061e+01	6.166e-02	2.191e+03	8.894e+02	8.147e-04	2.131e+00	5.023e-01	1.204e+02	7.608e-06	1.754e-04	4.780e-06	3.451e+10	1.824e+10	1.463e+05	4.377e+02	1.555e+07	6.314e+06	5.784e+00	1.513e+04	3.566e+03	8.548e+05	5.401e-02	1.245e+00	3.394e-02	2.884e-10	6.435e-10	0.000e+00	5.009e+00	0.000e+00	1.689e-09	1.652e-14	1.652e-14	3.825e-18	6.755e-16	-0.000e+00	0.000e+00	4.100e-16	1.605e-14	0.000e+00	2.491e-21	0.000e+00	2.146e-18	7.266e-18	0.000e+00	0.000e+00	0.000e+00	1.992e-18	1.857e-21	1.580e-20	1.078e-21	1.491e-15	3.485e-17
2.12975e+04	0.000e+00	2.235e-10	4.599e+02	4.861e+06	2.569e+06	2.062e+01	6.170e-02	2.191e+03	8.895e+02	8.143e-04	2.132e+00	5.018e-01	1.205e+02	7.608e-06	1.759e-04	4.824e-06	1.726e+11	9.120e+10	7.320e+05	2.190e+03	7.776e+07	3.157e+07	2.891e+01	7.566e+04	1.782e+04	4.275e+06	2.701e-01	6.241e+00	1.709e-01	2.884e-10	6.434e-10	7.352e-28	5.009e+00	0.000e+00	1.689e-09	1.651e-14	1.651e-14	3.825e-18	6.753e-16	-0.000e+00	0.000e+00	4.100e-16	1.604e-14	0.000e+00	2.491e-21	0.000e+00	2.146e-18	7.268e-18	0.000e+00	0.000e+00	0.000e+00	1.992e-18	1.857e-21	1.580e-20	1.078e-21	1.491e-15	3.484e-17
9.22892e+04	0.000e+00	9.388e-10	4.600e+02	4.861e+06	2.569e+06	2.062e+01	6.172e-02	2.191e+03	8.896e+02	8.148e-04	2.132e+00	5.019e-01	1.205e+02	7.608e-06	1.759e-04	4.825e-06	7.247e+11	3.830e+11	3.075e+06	9.200e+03	3.266e+08	1.326e+08	1.215e+02	3.178e+05	7.483e+04	1.796e+07	1.134e+00	2.622e+01	7.189e-01	2.884e-10	6.434e-10	3.676e-27	5.009e+00	0.000e+00	1.689e-09	1.651e-14	1.651e-14	3.825e-18	6.753e-16	-0.000e+00	0.000e+00	4.099e-16	1.604e-14	0.000e+00	2.491e-21	0.000e+00	2.146e-18	7.267e-18	0.000e+00	0.000e+00	0.000e+00	1.992e-18	1.857e-21	1.580e-20	1.079e-21	1.491e-15	3.484e-17
3.76256e+05	0.000e+00	3.800e-09	4.598e+02	4.861e+06	2.570e+06	2.063e+01	6.175e-02	2.191e+03	8.897e+02	8.142e-04	2.132e+00	5.014e-01	1.205e+02	7.608e-06	1.760e-04	4.825e-06	2.933e+12	1.551e+12	1.245e+07	3.726e+04	1.322e+09	5.368e+08	4.914e+02	1.287e+06	3.026e+05	7.269e+07	4.591e+00	1.062e+02	2.911e+00	2.883e-10	6.433e-10	1.544e-26	5.009e+00	0.000e+00	1.689e-09	1.650e-14	1.649e-14	3.824e-18	6.750e-16	-0.000e+00	0.000e+00	4.099e-16	1.603e-14	0.000e+00	2.491e-21	0.000e+00	2.146e-18	7.268e-18	0.000e+00	0.000e+00	0.000e+00	1.992e-18	1.858e-21	1.581e-20	1.079e-21	1.491e-15	3.484e-17
8.98755e+05	0.000e+00	7.519e-09	4.597e+02	4.858e+06	2.571e+06	2.063e+01	6.175e-02	2.191e+03	8.897e+02	8.140e-04	2.133e+00	5.009e-01	1.205e+02	7.609e-06	1.759e-04	4.828e-06	5.803e+12	3.069e+12	2.463e+07	7.373e+04	2.616e+09	1.062e+09	9.722e+02	2.546e+06	5.985e+05	1.439e+08	9.085e+00	2.101e+02	5.763e+00	2.879e-10	6.432e-10	6.249e-26	5.009e+00	0.000e+00	1.689e-09	1.649e-14	1.648e-14	3.823e-18	6.745e-16	-0.000e+00	0.000e+00	4.097e-16	1.602e-14	0.000e+00	2.491e-21	0.000e+00	2.146e-18	7.268e-18	0.000e+00	0.000e+00	0.000e+00	1.993e-18	1.858e-21	1.581e-20	1.079e-21	1.491e-15	3.483e-17
1.57800e+06	0.000e+00	1.235e-08	4.595e+02	4.854e+06	2.573e+06	2.064e+01	6.177e-02	2.191e+03	8.898e+02	8.129e-04	2.134e+00	4.998e-01	1.206e+02	7.609e-06	1.759e-04	4.833e-06	9.530e+12	5.045e+12	4.048e+07	1.212e+05	4.298e+09	1.746e+09	1.596e+03	4.185e+06	9.823e+05	2.365e+08	1.493e+01	3.452e+02	9.474e+00	2.875e-10	6.430e-10	1.237e-25	5.009e+00	0.000e+00	1.689e-09	1.646e-14	1.645e-14	3.821e-18	6.736e-16	-0.000e+00	0.000e+00	4.094e-16	1.599e-14	0.000e+00	2.491e-21	0.000e+00	2.146e-18	7.269e-18	0.000e+00	0.000e+00	0.000e+00	1.993e-18	1.859e-21	1.581e-20	1.079e-21	1.490e-15	3.482e-17
2.46103e+06	0.000e+00	1.864e-08	4.591e+02	4.848e+06	2.576e+06	2.064e+01	6.178e-02	2.191e+03	8.899e+02	8.116e-04	2.134e+00	4.985e-01	1.207e+02	7.609e-06	1.758e-04	4.840e-06	1.437e+13	7.616e+12	6.108e+07	1.828e+05	6.485e+09	2.634e+09	2.407e+03	6.315e+06	1.480e+06	3.569e+08	2.252e+01	5.206e+02	1.431e+01	2.868e-10	6.428e-10	2.032e-25	5.009e+00	0.000e+00	1.689e-09	1.643e-14	1.642e-14	3.819e-18	6.725e-16	-0.000e+00	0.000e+00	4.090e-16	1.596e-14	0.000e+00	2.491e-21	0.000e+00	2.146e-18	7.270e-18	0.000e+00	0.000e+00	0.000e+00	1.993e-18	1.859e-21	1.582e-20	1.080e-21	1.490e-15	3.481e-17
3.60896e+06	0.000e+00	2.681e-08	4.587e+02	4.840e+06	2.580e+06	2.064e+01	6.178e-02	2.191e+03	8.901e+02	8.096e-04	2.136e+00	4.965e-01	1.209e+02	7.610e-06	1.756e-04	4.850e-06	2.065e+13	1.096e+13	8.787e+07	2.630e+05	9.328e+09	3.789e+09	3.457e+03	9.087e+06	2.124e+06	5.138e+08	3.240e+01	7.484e+02	2.060e+01	2.858e-10	6.425e-10	3.065e-25	5.009e+00	0.000e+00	1.689e-09	1.638e-14	1.637e-14	3.816e-18	6.708e-16	-0.000e+00	0.000e+00	4.085e-16	1.591e-14	0.000e+00	2.491e-21	0.000e+00	2.146e-18	7.272e-18	0.000e+00	0.000e+00	0.000e+00	1.993e-18	1.860e-21	1.582e-20	1.080e-21	1.490e-15	3.479e-17
5.10127e+06	0.000e+00	3.743e-08	4.581e+02	4.828e+06	2.586e+06	2.065e+01	6.177e-02	2.191e+03	8.903e+02	8.074e-04	2.137e+00	4.942e-01	1.211e+02	7.610e-06	1.752e-04	4.865e-06	2.880e+13	1.533e+13	1.227e+08	3.672e+05	1.302e+10	5.291e+09	4.819e+03	1.269e+07	2.958e+06	7.180e+08	4.524e+01	1.044e+03	2.881e+01	2.845e-10	6.421e-10	4.409e-25	5.009e+00	0.000e+00	1.689e-09	1.631e-14	1.631e-14	3.813e-18	6.686e-16	-0.000e+00	0.000e+00	4.077e-16	1.585e-14	0.000e+00	2.491e-21	0.000e+00	2.146e-18	7.275e-18	0.000e+00	0.000e+00	0.000e+00	1.994e-18	1.860e-21	1.582e-20	1.079e-21	1.489e-15	3.477e-17
7.04127e+06	0.000e+00	5.124e-08	4.573e+02	4.812e+06	2.594e+06	2.066e+01	6.177e-02	2.191e+03	8.905e+02	8.042e-04	2.139e+00	4.908e-01	1.214e+02	7.612e-06	1.748e-04	4.884e-06	3.935e+13	2.101e+13	1.680e+08	5.027e+05	1.783e+10	7.244e+09	6.583e+03	1.738e+07	4.034e+06	9.842e+08	6.193e+01	1.427e+03	3.952e+01	2.827e-10	6.415e-10	6.155e-25	5.009e+00	0.000e+00	1.689e-09	1.622e-14	1.623e-14	3.808e-18	6.655e-16	-0.000e+00	0.000e+00	4.066e-16	1.576e-14	0.000e+00	2.491e-21	0.000e+00	2.146e-18	7.279e-18	0.000e+00	0.000e+00	0.000e+00	1.994e-18	1.861e-21	1.582e-20	1.079e-21	1.488e-15	3.474e-17
